"Id","category","white","red","black","pink","blue","orange","grey","brown","yellow","purple","green","stripe","check","T-Shirt","shirt","sleeveless","longsleeve","polo"
"top257","[‘yellow', 'T-Shirt’]",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"top258","[‘blue', 'shirt’]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"top259","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top260","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top261","[‘red', 'T-Shirt’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top262","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top263","[‘grey', 'T-Shirt’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"top264","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top265","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top266","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top267","[‘black', 'sleeveless’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top268","[‘grey', 'T-Shirt’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"top269","[‘blue', 'T-Shirt’]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"top270","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top271","[‘stripe', 'longsleeve’]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"top272","[‘red', 'T-Shirt’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top273","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top274","[‘white', 'shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"top275","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top276","[‘stripe', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"top277","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top278","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top279","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top280","[‘white', 'sleeveless’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top281","[‘red', 'sleeveless’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top282","[‘stripe', 'longsleeve’]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"top283","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top284","[‘white', 'shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"top285","[‘grey', 'sleeveless’]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"top286","[‘pink', 'T-Shirt’]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top287","[‘black', 'sleeveless’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top288","[‘blue', 'T-Shirt’]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"top289","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top290","[‘red', 'longsleeve’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top291","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top292","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top293","[‘black', 'polo’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"top294","[‘check', 'shirt’]",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"top295","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top296","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top297","[‘white', 'longsleeve’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top299","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top300","[‘check', 'shirt’]",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"top301","[‘pink', 'polo’]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"top302","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top303","[‘stripe', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"top304","[‘stripe', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"top305","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top306","[‘white', 'longsleeve’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top307","[‘stripe', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"top308","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top309","[‘check', 'shirt’]",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"top310","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top311","[‘pink', 'T-Shirt’]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top312","[‘yellow', 'sleeveless’]",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"top313","[‘red', 'longsleeve’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top314","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top315","[‘stripe', 'polo’]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"top316","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top317","[‘white', 'sleeveless’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top318","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top319","[‘check', 'shirt’]",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"top320","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top321","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top322","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top323","[‘black', 'sleeveless’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top324","[‘brown', 'longsleeve’]",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"top325","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top326","[‘grey', 'longsleeve’]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"top327","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top328","[‘check', 'shirt’]",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"top329","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top330","[‘white', 'shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"top331","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top332","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top333","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top334","[‘grey', 'T-Shirt’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"top335","[‘red', 'T-Shirt’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top336","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top337","[‘blue', 'T-Shirt’]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"top338","[‘green', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"top339","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top340","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top341","[‘grey', 'T-Shirt’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"top342","[‘black', 'polo’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"top343","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top344","[‘white', 'longsleeve’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top345","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top346","[‘red', 'T-Shirt’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top347","[‘brown', 'sleeveless’]",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"top348","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top349","[‘red', 'T-Shirt’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top350","[‘green', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"top351","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top352","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top353","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top354","[‘pink', 'longsleeve’]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top355","[‘grey', 'longsleeve’]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"top356","[‘black', 'sleeveless’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top357","[‘red', 'polo’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"top358","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top359","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top360","[‘grey', 'T-Shirt’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"top361","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top362","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top363","[‘white', 'sleeveless’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top364","[‘brown', 'shirt’]",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"top365","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top366","[‘brown', 'T-Shirt’]",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"top367","[‘yellow', 'longsleeve’]",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"top368","[‘check', 'sleeveless’]",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"top369","[‘stripe', 'sleeveless’]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"top370","[‘red', 'longsleeve’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top371","[‘white', 'sleeveless’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top372","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top373","[‘stripe', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"top374","[‘blue', 'T-Shirt’]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"top375","[‘grey', 'longsleeve’]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"top376","[‘stripe', 'longsleeve’]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"top377","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top378","[‘check', 'shirt’]",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"top379","[‘grey', 'shirt’]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"top380","[‘red', 'longsleeve’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top381","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top382","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top383","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top384","[‘black', 'sleeveless’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top385","[‘yellow', 'longsleeve’]",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"top386","[‘red', 'longsleeve’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top387","[‘blue', 'T-Shirt’]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"top388","[‘white', 'polo’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"top389","[‘stripe', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"top390","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top391","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top392","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top393","[‘red', 'T-Shirt’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top394","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top395","[‘white', 'longsleeve’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top396","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top397","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top398","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top399","[‘grey', 'longsleeve’]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"top400","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top401","[‘orange', 'sleeveless’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"top402","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top403","[‘white', 'longsleeve’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top404","[‘white', 'longsleeve’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top405","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top406","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top407","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top408","[‘yellow', 'polo’]",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"top409","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top410","[‘stripe', 'shirt’]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"top411","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top412","[‘white', 'longsleeve’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top413","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top414","[‘blue', 'T-Shirt’]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"top415","[‘yellow', 'polo’]",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"top416","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top417","[‘blue', 'shirt’]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"top418","[‘purple', 'longsleeve’]",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"top419","[‘red', 'longsleeve’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top420","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top421","[‘stripe', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"top422","[‘stripe', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"top423","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top424","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top425","[‘red', 'longsleeve’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top426","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top427","[‘white', 'sleeveless’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top428","[‘blue', 'T-Shirt’]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"top429","[‘red', 'T-Shirt’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top430","[‘white', 'shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"top431","[‘pink', 'T-Shirt’]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top432","[‘check', 'shirt’]",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"top433","[‘blue', 'polo’]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"top434","[‘green', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"top435","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top436","[‘black', 'polo’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"top437","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top438","[‘red', 'longsleeve’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top439","[‘stripe', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"top440","[‘orange', 'sleeveless’]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"top441","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top442","[‘pink', 'T-Shirt’]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top443","[‘pink', 'T-Shirt’]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top444","[‘white', 'sleeveless’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top445","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top446","[‘red', 'T-Shirt’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top447","[‘stripe', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"top448","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top449","[‘grey', 'T-Shirt’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"top450","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top451","[‘red', 'shirt’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"top452","[‘blue', 'polo’]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"top453","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top454","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top455","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top456","[‘red', 'sleeveless’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top457","[‘grey', 'longsleeve’]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"top458","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top459","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top460","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top461","[‘stripe', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"top462","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top463","[‘stripe', 'longsleeve’]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"top464","[‘pink', 'sleeveless’]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top465","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top466","[‘grey', 'T-Shirt’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"top467","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top468","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top469","[‘grey', 'T-Shirt’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"top470","[‘white', 'longsleeve’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top471","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top472","[‘black', 'sleeveless’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top473","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top474","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top475","[‘white', 'longsleeve’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top476","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top477","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top478","[‘white', 'T-Shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top479","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top480","[‘white', 'shirt’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"top481","[‘grey', 'T-Shirt’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"top482","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top483","[‘red', 'longsleeve’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top484","[‘grey', 'longsleeve’]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"top485","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top486","[‘pink', 'T-Shirt’]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top487","[‘white', 'sleeveless’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top488","[‘grey', 'T-Shirt’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"top489","[‘stripe', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"top490","[‘stripe', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"top491","[‘red', 'T-Shirt’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top492","[‘purple', 'longsleeve’]",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"top493","[‘red', 'longsleeve’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top494","[‘black', 'longsleeve’]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top495","[‘pink', 'T-Shirt’]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top496","[‘grey', 'longsleeve’]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"top497","[‘black', 'T-Shirt’]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top498","[‘grey', 'T-Shirt’]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"top499","[‘purple', 'longsleeve’]",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"top500","[‘brown', 'T-Shirt’]",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"top501","[‘red', 'longsleeve’]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"top502","[‘pink', 'T-Shirt’]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"top503","[‘white', 'sleeveless’]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"top504","[‘stripe', 'longsleeve’]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"top505","[‘grey', 'longsleeve’]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"top506","[‘stripe', 'T-Shirt’]",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"top507","[‘red', 'T-Shirt’]",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
